Name,OID__c,Status__c,SDID__c,SD_Name__c,Dummy
Star,O-005999,Active,SD-000264,Matching,
star,O-005998,Active,SD-000154,Expressive,
star,O-005997,Active,SD-000266,Matching,
Star,O-005996,Active,SD-000149,Expressive,
Stand Up,O-005995,Active,SD-000352,Rec. Instr.,
Stand Up,O-005994,Active,SD-000307,Planned model,
Stand 1 foot,O-005993,Active,SD-000022,Activity,
Stamps,O-005992,Active,SD-000023,Activity,
Stamping,O-005991,Active,SD-000446,Stamping,
Stairs,O-005990,Active,SD-000249,Location,
Stairs,O-005989,Active,SD-000239,Item,
Stacking duplo,O-005988,Active,SD-000311,Planned model with toy,
Stacking boxes 3 boxes,O-005987,Active,SD-000069,Do (activity),
Stacking boxes 2 boxes,O-005986,Active,SD-000069,Do (activity),
Stacking boxes 1 box,O-005985,Active,SD-000069,Do (activity),
Stacking boxes,O-005984,Active,SD-000069,Do (activity),
Stack Blocks,O-005983,Active,SD-000308,Planned model w item,
Stack block,O-005982,Active,SD-000357,Rec. play instr.,
Stack Block,O-005981,Active,SD-000234,Instruction w contextual cue,
ST-Q,O-005980,Active,SD-000441,Social question,
ST-Q,O-005979,Active,SD-000089,Exp. person,
St-Q,O-005978,Active,SD-000084,Exp. location,
ST-Q,O-005977,Active,SD-000082,Exp. label,
Ss,O-005976,Active,SD-000270,Matching different cases,
Squeeze water from sponge,O-005975,Active,SD-000021,Activity,
Squeeze Spray Bottle,O-005974,Active,SD-000021,Activity,
Squeeze,O-005973,Active,SD-000315,PLQ Mand,
Squat hold (wall),O-005972,Active,SD-000022,Activity,
Squash Playdoh,O-005971,Active,SD-000356,Rec. play instr.,
square breathing,O-005970,Active,SD-000276,Model,
Square,O-005969,Active,SD-000244,Language exposure,
square,O-005968,Active,SD-000392,Receptive,
Square,O-005967,Active,SD-000391,Receptive,
Square,O-005966,Active,SD-000264,Matching,
Square,O-005965,Active,SD-000220,Imitation,
square,O-005964,Active,SD-000154,Expressive,
square,O-005963,Active,SD-000266,Matching,
Square,O-005962,Active,SD-000149,Expressive,
Square,O-005961,Active,SD-000374,Receptive,
Square,O-005960,Active,SD-000180,From model,
Spot,O-005959,Active,SD-000131,Expressive,
Spot,O-005958,Active,SD-000371,Receptive,
Spoons vs forks,O-005957,Active,SD-000372,Receptive,
Spoon In Drawer,O-005956,Active,SD-000234,Instruction w contextual cue,
Spoon,O-005955,Active,SD-000211,Identical,
Spoon,O-005954,Active,SD-000523,Written Word,
spoon,O-005953,Active,SD-000392,Receptive,
Spoon,O-005952,Active,SD-000125,Expressive,
Spoon,O-005951,Active,SD-000363,Receptive,
spoon,O-005950,Active,SD-000154,Expressive,
spoon,O-005949,Active,SD-000266,Matching,
Spoon,O-005948,Active,SD-000011,3D Receptive,
Spoon,O-005947,Active,SD-000007,2D Receptive,
Spoon,O-005946,Active,SD-000135,Expressive,
Spoon,O-005945,Active,SD-000227,In Vivo,
Spoon,O-005944,Active,SD-000288,Non-identical,
Spoon,O-005943,Active,SD-000212,Identical,
Spoon,O-005942,Active,SD-000287,Non-identical,
Spoon,O-005941,Active,SD-000211,Identical,
Spoon,O-005940,Active,SD-000286,Non-Identical,
Spoon,O-005939,Active,SD-000210,Identical,
Spike,O-005938,Active,SD-000131,Expressive,
Spike,O-005937,Active,SD-000371,Receptive,
Spider,O-005936,Active,SD-000175,Expressive visual only,
Spider,O-005935,Active,SD-000135,Expressive,
Spider,O-005934,Active,SD-000244,Language exposure,
spider,O-005933,Active,SD-000392,Receptive,
spider,O-005932,Active,SD-000154,Expressive,
spider,O-005931,Active,SD-000266,Matching,
Speed,O-005930,Active,SD-000487,VI,
Speed,O-005929,Active,SD-000489,VI intonation,
Speech and OT,O-005928,Active,SD-000152,Expressive,
Space,O-005927,Active,SD-000117,Exposure,
Space,O-005926,Active,SD-000165,Expressive Function,
Space,O-005925,Active,SD-000400,Receptive Function,
Space,O-005924,Active,SD-000139,Expressive,
Space,O-005923,Active,SD-000168,Expressive Occupation Location,
Space,O-005922,Active,SD-000381,Receptive,
Sour,O-005921,Active,SD-000174,Expressive taste,
Sorting with tongs,O-005920,Active,SD-000021,Activity,
Sorting with fork,O-005919,Active,SD-000021,Activity,
Sort,O-005918,Active,SD-000357,Rec. play instr.,
Songs,O-005917,Active,SD-000054,Communication opportunity,
Song Various,O-005916,Active,SD-000253,Mat time,
Song 5 seconds,O-005915,Active,SD-000253,Mat time,
Song 30 seconds,O-005914,Active,SD-000253,Mat time,
Song 10 seconds,O-005913,Active,SD-000253,Mat time,
Somersault,O-005912,Active,SD-000022,Activity,
someone wants to play,O-005911,Active,SD-000419,Role projection,
someone knocks at the door,O-005910,Active,SD-000419,Role projection,
someone doesnt want to play with you,O-005909,Active,SD-000419,Role projection,
someone asks you to stop,O-005908,Active,SD-000419,Role projection,
some,O-005907,Active,SD-000384,Receptive,
Soldier,O-005906,Active,SD-000094,Exposure,
Soldier,O-005905,Active,SD-000142,Expressive,
Soldier,O-005904,Active,SD-000385,Receptive,
Soft vs. hard,O-005903,Active,SD-000277,Model language,
Soft,O-005902,Active,SD-000086,Exp. non-visual,
Soft,O-005901,Active,SD-000143,Expressive,
Soft,O-005900,Active,SD-000290,Non-Identical Receptive,
Soft,O-005899,Active,SD-000214,Identical Receptive,
Sofa,O-005898,Active,SD-000135,Expressive,
Socks vs underwear,O-005897,Active,SD-000372,Receptive,
Socks on,O-005896,Active,SD-000191,Getting dressed,
Socks on,O-005895,Active,SD-000066,Daily living task,
Socks off,O-005894,Active,SD-000191,Getting dressed,
Socks off,O-005893,Active,SD-000066,Daily living task,
Socks In Drawer,O-005892,Active,SD-000234,Instruction w contextual cue,
Socks,O-005891,Active,SD-000007,2D Receptive,
socks,O-005890,Active,SD-000392,Receptive,
Socks,O-005889,Active,SD-000125,Expressive,
Socks,O-005888,Active,SD-000363,Receptive,
socks,O-005887,Active,SD-000154,Expressive,
socks,O-005886,Active,SD-000266,Matching,
Socks,O-005885,Active,SD-000011,3D Receptive,
Socks,O-005884,Active,SD-000007,2D Receptive,
Socks,O-005883,Active,SD-000135,Expressive,
Socks,O-005882,Active,SD-000288,Non-identical,
Socks,O-005881,Active,SD-000212,Identical,
Socks,O-005880,Active,SD-000287,Non-identical,
Socks,O-005879,Active,SD-000211,Identical,
Socks,O-005878,Active,SD-000286,Non-Identical,
Socks,O-005877,Active,SD-000210,Identical,
Sock on foot,O-005876,Active,SD-000016,Action with object,
sock,O-005875,Active,SD-000497,Visual - 2D,
Sock,O-005874,Active,SD-000238,Item,
Sock,O-005873,Active,SD-000262,Matching,
Soap on hands,O-005872,Active,SD-000472,Tolerance,
Soap,O-005871,Active,SD-000135,Expressive,
Soap,O-005870,Active,SD-000508,Wash hands,
sō,O-005869,Active,SD-000065,CV - VI,
sŏ,O-005868,Active,SD-000065,CV - VI,
so,O-005867,Active,SD-000392,Receptive,
so,O-005866,Active,SD-000382,Receptive,
so,O-005865,Active,SD-000154,Expressive,
so,O-005864,Active,SD-000266,Matching,
so,O-005863,Active,SD-000140,Expressive,
so,O-005862,Active,SD-000260,Matching,
sneezing,O-005861,Active,SD-000322,Present,
Sneezing,O-005860,Active,SD-000122,Expressive,
Sneezing,O-005859,Active,SD-000359,Receptive,
sneezed,O-005858,Active,SD-000299,Past,
sneeze,O-005857,Active,SD-000182,Future,
Snap,O-005856,Active,SD-000440,Social game,
Snap,O-005855,Active,SD-000183,Game,
Snakes and Ladders,O-005854,Active,SD-000183,Game,
Snake,O-005853,Active,SD-000007,2D Receptive,
snake,O-005852,Active,SD-000497,Visual - 2D,
Snake,O-005851,Active,SD-000327,Pretend with item,
Snake,O-005850,Active,SD-000175,Expressive visual only,
Snake,O-005849,Active,SD-000135,Expressive,
Snake,O-005848,Active,SD-000244,Language exposure,
snake,O-005847,Active,SD-000392,Receptive,
Snake,O-005846,Active,SD-000160,Expressive (Animal says...),
Snake,O-005845,Active,SD-000403,Receptive Q/A,
snake,O-005844,Active,SD-000154,Expressive,
snake,O-005843,Active,SD-000266,Matching,
Snake,O-005842,Active,SD-000326,Pretend to be,
Snake,O-005841,Active,SD-000170,Expressive Q/A,
Snake,O-005840,Active,SD-000170,Expressive Q/A,
Smooth,O-005839,Active,SD-000164,Expressive feel,
Smile (lips together),O-005838,Active,SD-000222,Imitation,
smelling,O-005837,Active,SD-000322,Present,
smelled,O-005836,Active,SD-000299,Past,
Smell,O-005835,Active,SD-000173,Expressive senses,
smell,O-005834,Active,SD-000182,Future,
Small,O-005833,Active,SD-000290,Non-Identical Receptive,
small,O-005832,Active,SD-000456,Synonym,
smack lips,O-005831,Active,SD-000222,Imitation,
slow,O-005830,Active,SD-000456,Synonym,
Slipper,O-005829,Active,SD-000210,Identical,
Slinky,O-005828,Active,SD-000135,Expressive,
Slime,O-005827,Active,SD-000323,Present activity,
Sliding door,O-005826,Active,SD-000249,Location,
Sliding,O-005825,Active,SD-000431,Sequence,
Sliding,O-005824,Active,SD-000148,Expressive,
Slide,O-005823,Active,SD-000239,Item,
Slide,O-005822,Active,SD-000210,Identical,
Slide,O-005821,Active,SD-000249,Location,
slide,O-005820,Active,SD-000392,Receptive,
slide,O-005819,Active,SD-000154,Expressive,
slide,O-005818,Active,SD-000266,Matching,
Slept,O-005817,Active,SD-000088,Exp. past tense,
slept,O-005816,Active,SD-000299,Past,
Sleeves up,O-005815,Active,SD-000508,Wash hands,
sleeping,O-005814,Active,SD-000322,Present,
Sleeping,O-005813,Active,SD-000137,Expressive,
Sleeping,O-005812,Active,SD-000378,Receptive,
Sleeping,O-005811,Active,SD-000122,Expressive,
Sleeping,O-005810,Active,SD-000326,Pretend to be,
Sleeping,O-005809,Active,SD-000035,Brainstorming,
Sleeping,O-005808,Active,SD-000359,Receptive,
sleep,O-005807,Active,SD-000514,Why/because,
sleep,O-005806,Active,SD-000182,Future,
Sky transport,O-005805,Active,SD-000369,Receptive,
Sky transport,O-005804,Active,SD-000129,Expressive,
Sky transport,O-005803,Active,SD-000034,Brainstorming,
Sky animals,O-005802,Active,SD-000369,Receptive,
Sky animals,O-005801,Active,SD-000129,Expressive,
Sky animals,O-005800,Active,SD-000034,Brainstorming,
Skipping,O-005799,Active,SD-000022,Activity,
Sitting on toilet 5 minutes,O-005798,Active,SD-000465,Toileting,
Sitting on toilet 30 seconds,O-005797,Active,SD-000465,Toileting,
Sitting on toilet 3 minutes,O-005796,Active,SD-000465,Toileting,
Sitting on toilet 2 minutes,O-005795,Active,SD-000465,Toileting,
Sitting on toilet 1 minute,O-005794,Active,SD-000465,Toileting,
Sitting on floor,O-005793,Active,SD-000022,Activity,
sitting,O-005792,Active,SD-000322,Present,
Sitting,O-005791,Active,SD-000137,Expressive,
Sitting,O-005790,Active,SD-000378,Receptive,
Sitting,O-005789,Active,SD-000122,Expressive,
Sitting,O-005788,Active,SD-000035,Brainstorming,
Sitting,O-005787,Active,SD-000359,Receptive,
Sit on toilet,O-005786,Active,SD-000464,Toilet routine,
Sit On Mat,O-005785,Active,SD-000234,Instruction w contextual cue,
Sit on bike,O-005784,Active,SD-000416,Ride Bike,
Sit Down (on floor),O-005783,Active,SD-000307,Planned model,
Sit Down,O-005782,Active,SD-000352,Rec. Instr.,
Sit Down,O-005781,Active,SD-000307,Planned model,
sit,O-005780,Active,SD-000182,Future,
Sister's name,O-005779,Active,SD-000411,Reciprocal,
Sister's name,O-005778,Active,SD-000339,Q/A,
Sink,O-005777,Active,SD-000249,Location,
sink,O-005776,Active,SD-000392,Receptive,
Sink,O-005775,Active,SD-000239,Item,
Sink,O-005774,Active,SD-000125,Expressive,
Sink,O-005773,Active,SD-000363,Receptive,
sink,O-005772,Active,SD-000154,Expressive,
sink,O-005771,Active,SD-000266,Matching,
Sink,O-005770,Active,SD-000011,3D Receptive,
Sink,O-005769,Active,SD-000007,2D Receptive,
Sink,O-005768,Active,SD-000135,Expressive,
Sink,O-005767,Active,SD-000288,Non-identical,
Sink,O-005766,Active,SD-000212,Identical,
Sink,O-005765,Active,SD-000287,Non-identical,
Sink,O-005764,Active,SD-000211,Identical,
Sink,O-005763,Active,SD-000286,Non-Identical,
Sink,O-005762,Active,SD-000210,Identical,
Single words,O-005761,Active,SD-000277,Model language,
Single Word Requests,O-005760,Active,SD-000054,Communication opportunity,
Single vowel,O-005759,Active,SD-000455,Sustained sound,
Single picture,O-005758,Active,SD-000337,Q/A,
Single item - 10 seconds,O-005757,Active,SD-000280,Moderately preferred item,
Singing,O-005756,Active,SD-000122,Expressive,
singing,O-005755,Active,SD-000322,Present,
sing,O-005754,Active,SD-000182,Future,
Simon says,O-005753,Active,SD-000440,Social game,
Silly vs serious,O-005752,Active,SD-000130,Expressive,
Silly,O-005751,Active,SD-000023,Activity,
Side Step,O-005750,Active,SD-000022,Activity,
sick,O-005749,Active,SD-000415,Reverse why/because,
Siblings room 2,O-005748,Active,SD-000420,Room,
Siblings room,O-005747,Active,SD-000249,Location,
Siblings room,O-005746,Active,SD-000420,Room,
Sibling's Turn,O-005745,Active,SD-000481,Turn taking,
Sibling's turn,O-005744,Active,SD-000245,Less preferred item,
Sibling's turn,O-005743,Active,SD-000321,Preferred item,
Sibling's turn,O-005742,Active,SD-000046,Close ended task,
Sibling's turn,O-005741,Active,SD-000292,Open ended task,
Sibling's turn,O-005740,Active,SD-000046,Close ended task,
Sibling room 2,O-005739,Active,SD-000139,Expressive,
Sibling room 2,O-005738,Active,SD-000381,Receptive,
Sibling 3,O-005737,Active,SD-000144,Expressive,
Sibling 3,O-005736,Active,SD-000301,Person,
Sibling 3,O-005735,Active,SD-000386,Receptive,
Sibling 3,O-005734,Active,SD-000263,Matching,
Sibling 2 Waving,O-005733,Active,SD-000169,Expressive Person/Action,
Sibling 2 Waving,O-005732,Active,SD-000402,Receptive Person/action,
Sibling 2 Sleeping,O-005731,Active,SD-000169,Expressive Person/Action,
Sibling 2 Sleeping,O-005730,Active,SD-000402,Receptive Person/action,
Sibling 2 Reading,O-005729,Active,SD-000169,Expressive Person/Action,
Sibling 2 Reading,O-005728,Active,SD-000402,Receptive Person/action,
Sibling 2 Jumping,O-005727,Active,SD-000169,Expressive Person/Action,
Sibling 2 Jumping,O-005726,Active,SD-000402,Receptive Person/action,
Sibling 2 Eating,O-005725,Active,SD-000169,Expressive Person/Action,
Sibling 2 Eating,O-005724,Active,SD-000402,Receptive Person/action,
Sibling 2 Drinking,O-005723,Active,SD-000169,Expressive Person/Action,
Sibling 2 Drinking,O-005722,Active,SD-000402,Receptive Person/action,
Sibling 2 Drawing,O-005721,Active,SD-000169,Expressive Person/Action,
Sibling 2 Drawing,O-005720,Active,SD-000402,Receptive Person/action,
Sibling 2 Cutting,O-005719,Active,SD-000169,Expressive Person/Action,
Sibling 2 Cutting,O-005718,Active,SD-000402,Receptive Person/action,
Sibling 2 Cooking,O-005717,Active,SD-000169,Expressive Person/Action,
Sibling 2 Cooking,O-005716,Active,SD-000402,Receptive Person/action,
Sibling 2 Clapping,O-005715,Active,SD-000169,Expressive Person/Action,
Sibling 2 Clapping,O-005714,Active,SD-000402,Receptive Person/action,
Sibling 2,O-005713,Active,SD-000301,Person,
Sibling 1 Waving,O-005712,Active,SD-000169,Expressive Person/Action,
Sibling 1 Waving,O-005711,Active,SD-000402,Receptive Person/action,
Sibling 1 Sleeping,O-005710,Active,SD-000169,Expressive Person/Action,
Sibling 1 Sleeping,O-005709,Active,SD-000402,Receptive Person/action,
Sibling 1 Reading,O-005708,Active,SD-000169,Expressive Person/Action,
Sibling 1 Reading,O-005707,Active,SD-000402,Receptive Person/action,
Sibling 1 Jumping,O-005706,Active,SD-000169,Expressive Person/Action,
Sibling 1 Jumping,O-005705,Active,SD-000402,Receptive Person/action,
Sibling 1 Eating,O-005704,Active,SD-000169,Expressive Person/Action,
Sibling 1 Eating,O-005703,Active,SD-000402,Receptive Person/action,
Sibling 1 Drinking,O-005702,Active,SD-000169,Expressive Person/Action,
Sibling 1 Drinking,O-005701,Active,SD-000402,Receptive Person/action,
Sibling 1 Drawing,O-005700,Active,SD-000169,Expressive Person/Action,
Sibling 1 Drawing,O-005699,Active,SD-000402,Receptive Person/action,
Sibling 1 Cutting,O-005698,Active,SD-000169,Expressive Person/Action,
Sibling 1 Cutting,O-005697,Active,SD-000402,Receptive Person/action,
Sibling 1 Cooking,O-005696,Active,SD-000169,Expressive Person/Action,
Sibling 1 Cooking,O-005695,Active,SD-000402,Receptive Person/action,
Sibling 1 Clapping,O-005694,Active,SD-000169,Expressive Person/Action,
Sibling 1 Clapping,O-005693,Active,SD-000402,Receptive Person/action,
Sibling 1,O-005692,Active,SD-000249,Location,
Sibling 1,O-005691,Active,SD-000301,Person,
Sibling  room 1,O-005690,Active,SD-000139,Expressive,
Sibling  room 1,O-005689,Active,SD-000381,Receptive,
Sibling  2,O-005688,Active,SD-000144,Expressive,
Sibling  2,O-005687,Active,SD-000386,Receptive,
Sibling  2,O-005686,Active,SD-000263,Matching,
Sibling  1,O-005685,Active,SD-000144,Expressive,
Sibling  1,O-005684,Active,SD-000386,Receptive,
Sibling  1,O-005683,Active,SD-000263,Matching,
sī,O-005682,Active,SD-000065,CV - VI,
sĭ,O-005681,Active,SD-000065,CV - VI,
Shut door,O-005680,Active,SD-000234,Instruction w contextual cue,
Shower,O-005679,Active,SD-000249,Location,
shower,O-005678,Active,SD-000392,Receptive,
Shower,O-005677,Active,SD-000239,Item,
shower,O-005676,Active,SD-000154,Expressive,
shower,O-005675,Active,SD-000266,Matching,
Show Item,O-005674,Active,SD-000195,Go show,
Show and tell,O-005673,Active,SD-000253,Mat time,
Shovel,O-005672,Active,SD-000135,Expressive,
Shoulders,O-005671,Active,SD-000362,Receptive,
Shoulder,O-005670,Active,SD-000124,Expressive,
Shoulder,O-005669,Active,SD-000007,2D Receptive,
shorts,O-005668,Active,SD-000392,Receptive,
Shorts,O-005667,Active,SD-000125,Expressive,
Shorts,O-005666,Active,SD-000363,Receptive,
shorts,O-005665,Active,SD-000154,Expressive,
shorts,O-005664,Active,SD-000266,Matching,
Shorts,O-005663,Active,SD-000011,3D Receptive,
Shorts,O-005662,Active,SD-000007,2D Receptive,
Shorts,O-005661,Active,SD-000135,Expressive,
Shorts,O-005660,Active,SD-000288,Non-identical,
Shorts,O-005659,Active,SD-000212,Identical,
Shorts,O-005658,Active,SD-000287,Non-identical,
Shorts,O-005657,Active,SD-000211,Identical,
Shorts,O-005656,Active,SD-000286,Non-Identical,
Shorts,O-005655,Active,SD-000210,Identical,
Short/Long,O-005654,Active,SD-000008,3 step rec. instr.,
Short,O-005653,Active,SD-000086,Exp. non-visual,
Short,O-005652,Active,SD-000143,Expressive,
short,O-005651,Active,SD-000456,Synonym,
Short,O-005650,Active,SD-000290,Non-Identical Receptive,
Short,O-005649,Active,SD-000214,Identical Receptive,
Shopkeeper,O-005648,Active,SD-000385,Receptive,
