"OID","Objective Name","Status","SDID","SD Name"
"O-006000","Star","Active","SD-000391","Receptive"
"O-006001","star","Active","SD-000392","Receptive"
"O-006002","Star jumps","Active","SD-000022","Activity"
"O-006003","Start/stop running","Active","SD-000022","Activity"
"O-006004","Statement","Active","SD-000196","Go tell"
"O-006005","Steering","Active","SD-000416","Ride Bike"
"O-006006","Steering","Active","SD-000417","Ride bike"
"O-006007","Step over item","Active","SD-000022","Activity"
"O-006008","Stepping on stool","Active","SD-000148","Expressive"
"O-006009","Stepping on stool","Active","SD-000431","Sequence"
"O-006010","Stickers","Active","SD-000273","missing component w/ visual"
"O-006011","Stimuli","Active","SD-000189","Generalised SD"
"O-006012","stir cup","Active","SD-000308","Planned model w item"
"O-006013","Stir tea","Active","SD-000308","Planned model w item"
"O-006014","Stir Tea","Active","SD-000356","Rec. play instr."
"O-006015","Stomach","Active","SD-000124","Expressive"
"O-006016","Stomach","Active","SD-000362","Receptive"
"O-006017","Stomach","Active","SD-000371","Receptive"
"O-006018","Stomach","Active","SD-000131","Expressive"
"O-006019","Stomach","Active","SD-000007","2D Receptive"
"O-006020","stomp","Active","SD-000182","Future"
"O-006021","Stomp Feet","Active","SD-000307","Planned model"
"O-006022","Stomp Feet","Active","SD-000352","Rec. Instr."
"O-006023","stomped","Active","SD-000299","Past"
"O-006024","stomping","Active","SD-000322","Present"
"O-006025","Stop","Active","SD-000040","Challenging situation"
"O-006026","Stop","Active","SD-000236","Instructional gesture"
"O-006027","Stop","Active","SD-000334","Q/A"
"O-006028","Stop","Active","SD-000106","Exposure"
"O-006029","stop","Active","SD-000056","Communication opportunity"
"O-006030","Stop","Active","SD-000379","Receptive"
"O-006031","Stop","Active","SD-000051","Comm. opportunity"
"O-006032","Stop","Active","SD-000277","Model language"
"O-006033","stop","Active","SD-000291","Not holding hands"
"O-006034","Stop - re-intro'd","Active","SD-000040","Challenging situation"
"O-006035","strangers","Active","SD-000246","List"
"O-006036","strangers","Active","SD-000332","Q/A"
"O-006037","Strap","Active","SD-000371","Receptive"
"O-006038","Strap","Active","SD-000131","Expressive"
"O-006039","Straw","Active","SD-000468","Tolerance"
"O-006040","strawberry","Active","SD-000266","Matching"
"O-006041","strawberry","Active","SD-000154","Expressive"
"O-006042","strawberry","Active","SD-000392","Receptive"
"O-006043","strawberry","Active","SD-000031","Book w/o model"
"O-006044","Stretch up, flop down","Active","SD-000276","Model"
"O-006045","String counting","Active","SD-000276","Model"
"O-006046","Stripe","Active","SD-000371","Receptive"
"O-006047","Stripe","Active","SD-000131","Expressive"
"O-006048","Study","Active","SD-000249","Location"
"O-006049","s?","Active","SD-000065","CV - VI"
"O-006050","s?","Active","SD-000065","CV - VI"
"O-006051","Sultanas","Active","SD-000175","Expressive visual only"
"O-006052","Sultanas","Active","SD-000135","Expressive"
"O-006053","Summer clothes","Active","SD-000034","Brainstorming"
"O-006054","Summer clothes","Active","SD-000129","Expressive"
"O-006055","Summer clothes","Active","SD-000369","Receptive"
"O-006056","Sun","Active","SD-000180","From model"
"O-006057","Sun","Active","SD-000374","Receptive"
"O-006058","Sun","Active","SD-000220","Imitation"
"O-006059","Sunday","Active","SD-000132","Expressive"
"O-006060","Sunday","Active","SD-000373","Receptive"
"O-006061","sunny","Active","SD-000415","Reverse why/because"
"O-006062","Superheroes","Active","SD-000312","Play scenario"
"O-006063","Supermarket","Active","SD-000381","Receptive"
"O-006064","Supermarket","Active","SD-000168","Expressive Occupation Location"
"O-006065","Supermarket","Active","SD-000139","Expressive"
"O-006066","Supermarket","Active","SD-000400","Receptive Function"
"O-006067","Supermarket","Active","SD-000165","Expressive Function"
"O-006068","Supermarket","Active","SD-000117","Exposure"
"O-006069","Surprised","Active","SD-000207","How they feel"
"O-006070","Surprised","Active","SD-000208","How to help"
"O-006071","Surprised","Active","SD-000258","Matching"
"O-006072","Surprised","Active","SD-000375","Receptive"
"O-006073","Surprised","Active","SD-000236","Instructional gesture"
"O-006074","Surprised","Active","SD-000334","Q/A"
"O-006075","Surprised","Active","SD-000510","Why"
"O-006076","Surprised","Active","SD-000133","Expressive"
"O-006077","Surprised","Active","SD-000067","Demonstration"
"O-006078","Surprised","Active","SD-000379","Receptive"
"O-006079","Surprised","Active","SD-000092","Exposure"
"O-006080","Surprised cartoon face","Active","SD-000133","Expressive"
"O-006081","Surprised person #1","Active","SD-000133","Expressive"
"O-006082","Surprised person #2","Active","SD-000133","Expressive"
"O-006083","Surprised person #3","Active","SD-000133","Expressive"
"O-006084","Surprised person #4","Active","SD-000133","Expressive"
"O-006085","Sustained","Active","SD-000493","Visual"
"O-006086","Sustained blow","Active","SD-000222","Imitation"
"O-006087","Sustained sounds","Active","SD-000438","Single sound VI"
"O-006088","swallow","Active","SD-000221","Imitation"
"O-006089","swam","Active","SD-000299","Past"
"O-006090","Sweet","Active","SD-000174","Expressive taste"
"O-006091","swim","Active","SD-000182","Future"
"O-006092","Swimming","Active","SD-000359","Receptive"
"O-006093","Swimming","Active","SD-000035","Brainstorming"
"O-006094","swimming","Active","SD-000152","Expressive"
"O-006095","Swimming","Active","SD-000122","Expressive"
"O-006096","Swimming","Active","SD-000378","Receptive"
"O-006097","Swimming","Active","SD-000137","Expressive"
"O-006098","swimming","Active","SD-000322","Present"
"O-006099","Swimming pool","Active","SD-000381","Receptive"
"O-006100","Swimming pool","Active","SD-000168","Expressive Occupation Location"
"O-006101","Swimming pool","Active","SD-000139","Expressive"
"O-006102","Swimming pool","Active","SD-000400","Receptive Function"
"O-006103","Swimming pool","Active","SD-000165","Expressive Function"
"O-006104","Swing","Active","SD-000323","Present activity"
"O-006105","swing","Active","SD-000266","Matching"
"O-006106","swing","Active","SD-000154","Expressive"
"O-006107","Swing","Active","SD-000239","Item"
"O-006108","swing","Active","SD-000392","Receptive"
"O-006109","Swing","Active","SD-000249","Location"
"O-006110","Swipe Block","Active","SD-000308","Planned model w item"
"O-006111","Switch","Active","SD-000371","Receptive"
"O-006112","Switch","Active","SD-000131","Expressive"
"O-006113","Synagogue","Active","SD-000381","Receptive"
"O-006114","Synagogue","Active","SD-000139","Expressive"
"O-006115","t","Active","SD-000445","Sound paired w gesture"
"O-006116","T","Active","SD-000259","Matching"
"O-006117","t","Active","SD-000259","Matching"
"O-006118","T","Active","SD-000380","Receptive"
"O-006119","t","Active","SD-000380","Receptive"
"O-006120","t","Active","SD-000424","Say (sound) th points"
"O-006121","t","Active","SD-000387","Receptive"
"O-006122","t","Active","SD-000479","Trace"
"O-006123","T","Active","SD-000479","Trace"
"O-006124","t","Active","SD-000438","Single sound VI"
"O-006125","t","Active","SD-000520","Write (no visual)"
"O-006126","T","Active","SD-000520","Write (no visual)"
"O-006127","T","Active","SD-000138","Expressive"
"O-006128","t","Active","SD-000138","Expressive"
"O-006129","t","Active","SD-000145","Expressive"
"O-006130","t","Active","SD-000521","Write (with visual)"
"O-006131","T","Active","SD-000521","Write (with visual)"
"O-006132","t (reintro'd)","Active","SD-000438","Single sound VI"
"O-006133","t shirt","Active","SD-000497","Visual - 2D"
"O-006134","t words","Active","SD-000518","Words - VI"
"O-006135","T-Shirt","Active","SD-000210","Identical"
"O-006136","T-Shirt","Active","SD-000286","Non-Identical"
"O-006137","T-Shirt","Active","SD-000211","Identical"
"O-006138","T-Shirt","Active","SD-000287","Non-identical"
"O-006139","T-Shirt","Active","SD-000212","Identical"
"O-006140","T-Shirt","Active","SD-000288","Non-identical"
"O-006141","T-Shirt","Active","SD-000135","Expressive"
"O-006142","T-Shirt","Active","SD-000007","2D Receptive"
"O-006143","T-Shirt","Active","SD-000011","3D Receptive"
"O-006144","T-Shirt","Active","SD-000363","Receptive"
"O-006145","T-Shirt","Active","SD-000125","Expressive"
"O-006146","T-Shirt","Active","SD-000238","Item"
"O-006147","T-Shirt off","Active","SD-000066","Daily living task"
"O-006148","T-Shirt on","Active","SD-000066","Daily living task"
"O-006149","t?","Active","SD-000065","CV - VI"
"O-006150","t?","Active","SD-000065","CV - VI"
"O-006151","TA 1 Drawing","Active","SD-000402","Receptive Person/action"
"O-006152","TA 1 Drawing","Active","SD-000169","Expressive Person/Action"
"O-006153","TA 1 Drinking","Active","SD-000402","Receptive Person/action"
"O-006154","TA 1 Drinking","Active","SD-000169","Expressive Person/Action"
"O-006155","TA 1 Eating","Active","SD-000402","Receptive Person/action"
"O-006156","TA 1 Eating","Active","SD-000169","Expressive Person/Action"
"O-006157","TA 1 Jumping","Active","SD-000402","Receptive Person/action"
"O-006158","TA 1 Jumping","Active","SD-000169","Expressive Person/Action"
"O-006159","TA 1 Reading","Active","SD-000402","Receptive Person/action"
"O-006160","TA 1 Reading","Active","SD-000169","Expressive Person/Action"
"O-006161","TA 1 Sleeping","Active","SD-000402","Receptive Person/action"
"O-006162","TA 1 Sleeping","Active","SD-000169","Expressive Person/Action"
"O-006163","TA 1 Waving","Active","SD-000402","Receptive Person/action"
"O-006164","TA 1 Waving","Active","SD-000169","Expressive Person/Action"
"O-006165","TA 1m away","Active","SD-000075","Engage in activity"
"O-006166","TA 2 Clapping","Active","SD-000402","Receptive Person/action"
"O-006167","TA 2 Clapping","Active","SD-000169","Expressive Person/Action"
"O-006168","TA 2 Cooking","Active","SD-000402","Receptive Person/action"
"O-006169","TA 2 Cooking","Active","SD-000169","Expressive Person/Action"
"O-006170","TA 2 Cutting","Active","SD-000402","Receptive Person/action"
"O-006171","TA 2 Cutting","Active","SD-000169","Expressive Person/Action"
"O-006172","TA 2 Drawing","Active","SD-000402","Receptive Person/action"
"O-006173","TA 2 Drawing","Active","SD-000169","Expressive Person/Action"
"O-006174","TA 2 Drinking","Active","SD-000402","Receptive Person/action"
"O-006175","TA 2 Drinking","Active","SD-000169","Expressive Person/Action"
"O-006176","TA 2 Eating","Active","SD-000402","Receptive Person/action"
"O-006177","TA 2 Eating","Active","SD-000169","Expressive Person/Action"
"O-006178","TA 2 Jumping","Active","SD-000402","Receptive Person/action"
"O-006179","TA 2 Jumping","Active","SD-000169","Expressive Person/Action"
"O-006180","TA 2 Reading","Active","SD-000402","Receptive Person/action"
"O-006181","TA 2 Reading","Active","SD-000169","Expressive Person/Action"
"O-006182","TA 2 Sleeping","Active","SD-000402","Receptive Person/action"
"O-006183","TA 2 Sleeping","Active","SD-000169","Expressive Person/Action"
"O-006184","TA 2 Waving","Active","SD-000402","Receptive Person/action"
"O-006185","TA 2 Waving","Active","SD-000169","Expressive Person/Action"
"O-006186","TA 2m away","Active","SD-000075","Engage in activity"
"O-006187","TA 3 Clapping","Active","SD-000402","Receptive Person/action"
"O-006188","TA 3 Clapping","Active","SD-000169","Expressive Person/Action"
"O-006189","TA 3 Cooking","Active","SD-000402","Receptive Person/action"
"O-006190","TA 3 Cooking","Active","SD-000169","Expressive Person/Action"
"O-006191","TA 3 Cutting","Active","SD-000402","Receptive Person/action"
"O-006192","TA 3 Cutting","Active","SD-000169","Expressive Person/Action"
"O-006193","TA 3 Drawing","Active","SD-000402","Receptive Person/action"
"O-006194","TA 3 Drawing","Active","SD-000169","Expressive Person/Action"
"O-006195","TA 3 Drinking","Active","SD-000402","Receptive Person/action"
"O-006196","TA 3 Drinking","Active","SD-000169","Expressive Person/Action"
"O-006197","TA 3 Eating","Active","SD-000402","Receptive Person/action"
"O-006198","TA 3 Eating","Active","SD-000169","Expressive Person/Action"
"O-006199","TA 3 Jumping","Active","SD-000402","Receptive Person/action"
"O-006200","TA 3 Jumping","Active","SD-000169","Expressive Person/Action"
"O-006201","TA 3 Reading","Active","SD-000402","Receptive Person/action"
"O-006202","TA 3 Reading","Active","SD-000169","Expressive Person/Action"
"O-006203","TA 3 Sleeping","Active","SD-000402","Receptive Person/action"
"O-006204","TA 3 Sleeping","Active","SD-000169","Expressive Person/Action"
"O-006205","TA 3 Waving","Active","SD-000402","Receptive Person/action"
"O-006206","TA 3 Waving","Active","SD-000169","Expressive Person/Action"
"O-006207","TA 3m away","Active","SD-000075","Engage in activity"
"O-006208","TA 4 Clapping","Active","SD-000402","Receptive Person/action"
"O-006209","TA 4 Clapping","Active","SD-000169","Expressive Person/Action"
"O-006210","TA 4 Cooking","Active","SD-000402","Receptive Person/action"
"O-006211","TA 4 Cooking","Active","SD-000169","Expressive Person/Action"
"O-006212","TA 4 Cutting","Active","SD-000402","Receptive Person/action"
"O-006213","TA 4 Cutting","Active","SD-000169","Expressive Person/Action"
"O-006214","TA 4 Drawing","Active","SD-000402","Receptive Person/action"
"O-006215","TA 4 Drawing","Active","SD-000169","Expressive Person/Action"
"O-006216","TA 4 Drinking","Active","SD-000402","Receptive Person/action"
"O-006217","TA 4 Drinking","Active","SD-000169","Expressive Person/Action"
"O-006218","TA 4 Eating","Active","SD-000402","Receptive Person/action"
"O-006219","TA 4 Eating","Active","SD-000169","Expressive Person/Action"
"O-006220","TA 4 Jumping","Active","SD-000402","Receptive Person/action"
"O-006221","TA 4 Jumping","Active","SD-000169","Expressive Person/Action"
"O-006222","TA 4 Reading","Active","SD-000402","Receptive Person/action"
"O-006223","TA 4 Reading","Active","SD-000169","Expressive Person/Action"
"O-006224","TA 4 Sleeping","Active","SD-000402","Receptive Person/action"
"O-006225","TA 4 Sleeping","Active","SD-000169","Expressive Person/Action"
"O-006226","TA 4 Waving","Active","SD-000402","Receptive Person/action"
"O-006227","TA 4 Waving","Active","SD-000169","Expressive Person/Action"
"O-006228","TA across room","Active","SD-000075","Engage in activity"
"O-006229","TA Identify","Active","SD-000499","Visual and Verbal"
"O-006230","TA only","Active","SD-000215","If/then"
"O-006231","TA's Turn","Active","SD-000481","Turn taking"
"O-006232","TA1 Clapping","Active","SD-000402","Receptive Person/action"
"O-006233","TA1 Clapping","Active","SD-000169","Expressive Person/Action"
"O-006234","TA1 Cooking","Active","SD-000402","Receptive Person/action"
"O-006235","TA1 Cooking","Active","SD-000169","Expressive Person/Action"
"O-006236","TA1 Cutting","Active","SD-000402","Receptive Person/action"
"O-006237","TA1 Cutting","Active","SD-000169","Expressive Person/Action"
"O-006238","Table","Active","SD-000210","Identical"
"O-006239","Table","Active","SD-000286","Non-Identical"
"O-006240","Table","Active","SD-000211","Identical"
"O-006241","Table","Active","SD-000287","Non-identical"
