OID,Objective Name,SDID,Status,Program,SD Name
O-002263,bottle,SD-000243,Active,Prologuo2go Labels,Exp. labels PLQ
O-002264,putty,SD-000243,Active,Prologuo2go Labels,Exp. labels PLQ
O-002265,train,SD-000243,Active,Prologuo2go Labels,Exp. labels PLQ
O-002266,chips,SD-000243,Active,Prologuo2go Labels,Exp. labels PLQ
O-002267,blocks,SD-000243,Active,Prologuo2go Labels,Exp. labels PLQ
O-002268,home,SD-000243,Active,Prologuo2go Labels,Exp. labels PLQ
O-002269,banana,SD-000243,Active,Prologuo2go Labels,Exp. labels PLQ
O-002270,exposure,SD-000243,Active,Prologuo2go Labels,Exp. labels PLQ
O-002271,generalised,SD-000243,Active,Prologuo2go Labels,Exp. labels PLQ
O-002272,Exposure,SD-000244,Active,Proloquo2go,Communication opportunity
O-002273,F1 (desired item) at table,SD-000244,Active,Proloquo2go,Communication opportunity
O-002274,F1 (desired item) 1m from table,SD-000244,Active,Proloquo2go,Communication opportunity
O-002275,F1 (desired item) 2m from table,SD-000244,Active,Proloquo2go,Communication opportunity
O-002276,F1 (desired item) 3m from table,SD-000244,Active,Proloquo2go,Communication opportunity
O-002277,F1 (desired item) across room from table,SD-000244,Active,Proloquo2go,Communication opportunity
O-002278,F1 (desired item) from play,SD-000244,Active,Proloquo2go,Communication opportunity
O-002279,F1 (desired item) various distance from table,SD-000244,Active,Proloquo2go,Communication opportunity
O-002280,F1 (desired item) generalised,SD-000244,Active,Proloquo2go,Communication opportunity
O-002281,F2 (desired and neutral) at table,SD-000244,Active,Proloquo2go,Communication opportunity
O-002282,F2 (desired and neutral) 1m from table,SD-000244,Active,Proloquo2go,Communication opportunity
O-002283,F2 (desired and neutral) 2m from table,SD-000244,Active,Proloquo2go,Communication opportunity
O-002284,F2 (desired and neutral) 3m from table,SD-000244,Active,Proloquo2go,Communication opportunity
O-002285,F2 (desired and neutral) across room from table,SD-000244,Active,Proloquo2go,Communication opportunity
O-002286,F2 (desired and neutral) from play,SD-000244,Active,Proloquo2go,Communication opportunity
O-002287,F2 (desired and neutral) various distance from table,SD-000244,Active,Proloquo2go,Communication opportunity
O-002288,F2 (desired and neutral) generalised,SD-000244,Active,Proloquo2go,Communication opportunity
O-002289,F2 (high vs high) at table,SD-000244,Active,Proloquo2go,Communication opportunity
O-002290,F2 (high vs high) 1m from table,SD-000244,Active,Proloquo2go,Communication opportunity
O-002291,F2 (high vs high) 2m from table,SD-000244,Active,Proloquo2go,Communication opportunity
O-002292,F2 (high vs high) 3m from table,SD-000244,Active,Proloquo2go,Communication opportunity
O-002293,F2 (high vs high) across room from table,SD-000244,Active,Proloquo2go,Communication opportunity
O-002294,F2 (high vs high) from play,SD-000244,Active,Proloquo2go,Communication opportunity
O-002295,F2 (high vs high) various distance from table,SD-000244,Active,Proloquo2go,Communication opportunity
O-002296,F2 (high vs high) generalised,SD-000244,Active,Proloquo2go,Communication opportunity
O-002297,F3,SD-000244,Active,Proloquo2go,Communication opportunity
O-002298,F4,SD-000244,Active,Proloquo2go,Communication opportunity
O-002299,Navigate from home screen,SD-000244,Active,Proloquo2go,Communication opportunity
O-002300,backspace,SD-000244,Active,Proloquo2go,Communication opportunity
O-002301,food,SD-000244,Active,Proloquo2go,Communication opportunity
O-002302,toys,SD-000244,Active,Proloquo2go,Communication opportunity
O-002303,drinks,SD-000244,Active,Proloquo2go,Communication opportunity
O-002304,people,SD-000244,Active,Proloquo2go,Communication opportunity
O-002305,locations,SD-000244,Active,Proloquo2go,Communication opportunity
O-002306,clothes,SD-000244,Active,Proloquo2go,Communication opportunity
O-002307,Toilet,SD-000244,Active,Proloquo2go,Communication opportunity
O-002308,more,SD-000244,Active,Proloquo2go,Communication opportunity
O-002309,stop,SD-000244,Active,Proloquo2go,Communication opportunity
O-002310,Ready set go,SD-000244,Active,Proloquo2go,Communication opportunity
O-002311,come,SD-000244,Active,Proloquo2go,Communication opportunity
O-002312,I want (item/activity),SD-000244,Active,Proloquo2go,Communication opportunity
O-002313,sentence building,SD-000244,Active,Proloquo2go,Communication opportunity
O-002314,My (body part),SD-000245,Active,Pronouns,Rec. My/Your
O-002315,My (item),SD-000245,Active,Pronouns,Rec. My/Your
O-002316,Your (body part),SD-000245,Active,Pronouns,Rec. My/Your
O-002317,Your (item),SD-000245,Active,Pronouns,Rec. My/Your
O-002318,Our,SD-000248,Active,Pronouns,Exp. our/their
O-002319,Their,SD-000248,Active,Pronouns,Exp. our/their
O-002320,5 seconds,SD-000251,Active,Proximity tolerance,Program stimuli
O-002321,10 seconds,SD-000251,Active,Proximity tolerance,Program stimuli
O-002322,20 seconds,SD-000251,Active,Proximity tolerance,Program stimuli
O-002323,30 seconds,SD-000251,Active,Proximity tolerance,Program stimuli
O-002324,at table,SD-000252,Active,Put It Down,Put it down
O-002325,1m,SD-000252,Active,Put It Down,Put it down
O-002326,2m,SD-000252,Active,Put It Down,Put it down
O-002327,generalised,SD-000252,Active,Put It Down,Put it down
O-002328,1,SD-000253,Active,Quantity Matching,Non-ID quantity matching
O-002329,2,SD-000253,Active,Quantity Matching,Non-ID quantity matching
O-002330,3,SD-000253,Active,Quantity Matching,Non-ID quantity matching
O-002331,4,SD-000253,Active,Quantity Matching,Non-ID quantity matching
O-002332,5,SD-000253,Active,Quantity Matching,Non-ID quantity matching
O-002333,6,SD-000253,Active,Quantity Matching,Non-ID quantity matching
O-002334,1,SD-000254,Active,Quantity Matching,Quantity to numeral matching
O-002335,2,SD-000254,Active,Quantity Matching,Quantity to numeral matching
O-002336,3,SD-000254,Active,Quantity Matching,Quantity to numeral matching
O-002337,4,SD-000254,Active,Quantity Matching,Quantity to numeral matching
O-002338,5,SD-000254,Active,Quantity Matching,Quantity to numeral matching
O-002339,6,SD-000254,Active,Quantity Matching,Quantity to numeral matching
O-002340,Exposure,SD-000255,Active,Quiet,With visual
O-002341,1 second,SD-000255,Active,Quiet,With visual
O-002342,2 seconds,SD-000255,Active,Quiet,With visual
O-002343,3 seconds,SD-000255,Active,Quiet,With visual
O-002344,5 seconds,SD-000255,Active,Quiet,With visual
O-002345,7 seconds,SD-000255,Active,Quiet,With visual
O-002346,10 seconds,SD-000255,Active,Quiet,With visual
O-002347,20 seconds,SD-000255,Active,Quiet,With visual
O-002348,30 seconds,SD-000255,Active,Quiet,With visual
O-002349,1 minute,SD-000255,Active,Quiet,With visual
O-002350,Generalised,SD-000257,Active,Recall,Passage from book
O-002351,1 second,SD-000256,Active,Quiet,With gesture
O-002352,2 seconds,SD-000256,Active,Quiet,With gesture
O-002353,3 seconds,SD-000256,Active,Quiet,With gesture
O-002354,4 numbers,SD-000256,Active,Quiet,With gesture
O-002355,5 seconds,SD-000256,Active,Quiet,With gesture
O-002356,7 seconds,SD-000256,Active,Quiet,With gesture
O-002357,10 seconds,SD-000256,Active,Quiet,With gesture
O-002358,20 seconds,SD-000256,Active,Quiet,With gesture
O-002359,30 seconds,SD-000256,Active,Quiet,With gesture
O-002360,1 minute,SD-000256,Active,Quiet,With gesture
O-002361,1 picture,SD-000261,Active,Recall,Show items/pictures
O-002362,2 pictures,SD-000261,Active,Recall,Show items/pictures
O-002363,3 pictures,SD-000261,Active,Recall,Show items/pictures
O-002364,4 pictures,SD-000261,Active,Recall,Show items/pictures
O-002365,5 pictures,SD-000261,Active,Recall,Show items/pictures
O-002366,Arms Out,SD-000265,Active,Receptive Instructions,Rec. Instr.
O-002367,Arms Up,SD-000265,Active,Receptive Instructions,Rec. Instr.
O-002368,Clap,SD-000265,Active,Receptive Instructions,Rec. Instr.
O-002369,Crawl,SD-000265,Active,Receptive Instructions,Rec. Instr.
O-002370,Cross Arms,SD-000265,Active,Receptive Instructions,Rec. Instr.
O-002371,Jump,SD-000265,Active,Receptive Instructions,Rec. Instr.
O-002372,Knock,SD-000265,Active,Receptive Instructions,Rec. Instr.
O-002373,Lie Down,SD-000265,Active,Receptive Instructions,Rec. Instr.
O-002374,Point,SD-000265,Active,Receptive Instructions,Rec. Instr.
O-002375,Sit Down,SD-000265,Active,Receptive Instructions,Rec. Instr.
O-002376,Stand Up,SD-000265,Active,Receptive Instructions,Rec. Instr.
O-002377,Stomp Feet,SD-000265,Active,Receptive Instructions,Rec. Instr.
O-002378,Tap Thighs,SD-000265,Active,Receptive Instructions,Rec. Instr.
O-002379,Touch Cheeks,SD-000265,Active,Receptive Instructions,Rec. Instr.
O-002380,Touch Ears,SD-000265,Active,Receptive Instructions,Rec. Instr.
O-002381,Touch Eyes,SD-000265,Active,Receptive Instructions,Rec. Instr.
O-002382,Touch Head,SD-000265,Active,Receptive Instructions,Rec. Instr.
O-002383,Touch Knees,SD-000265,Active,Receptive Instructions,Rec. Instr.
O-002384,Touch Mouth,SD-000265,Active,Receptive Instructions,Rec. Instr.
O-002385,Touch Nose,SD-000265,Active,Receptive Instructions,Rec. Instr.
O-002386,Touch Shoulders,SD-000265,Active,Receptive Instructions,Rec. Instr.
O-002387,Touch Toes,SD-000265,Active,Receptive Instructions,Rec. Instr.
O-002388,Touch Tummy,SD-000265,Active,Receptive Instructions,Rec. Instr.
O-002389,Turn around,SD-000265,Active,Receptive Instructions,Rec. Instr.
O-002390,Wave,SD-000265,Active,Receptive Instructions,Rec. Instr.
O-002391,Various,SD-000265,Active,Receptive Instructions,Rec. Instr.
O-002392,Short/Long,SD-000264,Active,Receptive Instructions,3 step rec. instr.
O-002393,Aeroplane,SD-000266,Active,Receptive Labels,2D Receptive
O-002394,Apple,SD-000266,Active,Receptive Labels,2D Receptive
O-002395,Ball,SD-000266,Active,Receptive Labels,2D Receptive
O-002396,Banana,SD-000266,Active,Receptive Labels,2D Receptive
O-002397,Bath,SD-000266,Active,Receptive Labels,2D Receptive
O-002398,Bed,SD-000266,Active,Receptive Labels,2D Receptive
O-002399,Bike,SD-000266,Active,Receptive Labels,2D Receptive
O-002400,Block,SD-000266,Active,Receptive Labels,2D Receptive
O-002401,Boat,SD-000266,Active,Receptive Labels,2D Receptive
O-002402,Bowl,SD-000266,Active,Receptive Labels,2D Receptive
O-002403,Bread,SD-000266,Active,Receptive Labels,2D Receptive
O-002404,Bus,SD-000266,Active,Receptive Labels,2D Receptive
O-002405,Car,SD-000266,Active,Receptive Labels,2D Receptive
O-002406,Cat,SD-000266,Active,Receptive Labels,2D Receptive
O-002407,Chair,SD-000266,Active,Receptive Labels,2D Receptive
O-002408,Cow,SD-000266,Active,Receptive Labels,2D Receptive
O-002409,Cup,SD-000266,Active,Receptive Labels,2D Receptive
O-002410,Dog,SD-000266,Active,Receptive Labels,2D Receptive
O-002411,Drink Bottle,SD-000266,Active,Receptive Labels,2D Receptive
O-002412,Fire Truck,SD-000266,Active,Receptive Labels,2D Receptive
O-002413,Fish,SD-000266,Active,Receptive Labels,2D Receptive
O-002414,Flower,SD-000266,Active,Receptive Labels,2D Receptive
O-002415,Fork,SD-000266,Active,Receptive Labels,2D Receptive
O-002416,Fridge,SD-000266,Active,Receptive Labels,2D Receptive
O-002417,Frog,SD-000266,Active,Receptive Labels,2D Receptive
O-002418,Guitar,SD-000266,Active,Receptive Labels,2D Receptive
O-002419,Helicopter,SD-000266,Active,Receptive Labels,2D Receptive
O-002420,Horse,SD-000266,Active,Receptive Labels,2D Receptive
O-002421,Jumper,SD-000266,Active,Receptive Labels,2D Receptive
O-002422,Mouse,SD-000266,Active,Receptive Labels,2D Receptive
O-002423,Nappy,SD-000266,Active,Receptive Labels,2D Receptive
O-002424,Piano,SD-000266,Active,Receptive Labels,2D Receptive
O-002425,Pig,SD-000266,Active,Receptive Labels,2D Receptive
O-002426,Pillow,SD-000266,Active,Receptive Labels,2D Receptive
O-002427,Plate,SD-000266,Active,Receptive Labels,2D Receptive
O-002428,Puzzle,SD-000266,Active,Receptive Labels,2D Receptive
O-002429,Sheep,SD-000266,Active,Receptive Labels,2D Receptive
O-002430,Shorts,SD-000266,Active,Receptive Labels,2D Receptive
O-002431,Sink,SD-000266,Active,Receptive Labels,2D Receptive
O-002432,Socks,SD-000266,Active,Receptive Labels,2D Receptive
O-002433,Spoon,SD-000266,Active,Receptive Labels,2D Receptive
O-002434,Table,SD-000266,Active,Receptive Labels,2D Receptive
O-002435,Train,SD-000266,Active,Receptive Labels,2D Receptive
O-002436,Tree,SD-000266,Active,Receptive Labels,2D Receptive
O-002437,T-Shirt,SD-000266,Active,Receptive Labels,2D Receptive
O-002438,Generalised,SD-000266,Active,Receptive Labels,2D Receptive
O-002439,Various,SD-000266,Active,Receptive Labels,2D Receptive
O-002440,Aeroplane,SD-000267,Active,Receptive Labels,3D Receptive
O-002441,Apple,SD-000267,Active,Receptive Labels,3D Receptive
O-002442,Ball,SD-000267,Active,Receptive Labels,3D Receptive
O-002443,Banana,SD-000267,Active,Receptive Labels,3D Receptive
O-002444,Bath,SD-000267,Active,Receptive Labels,3D Receptive
O-002445,Bed,SD-000267,Active,Receptive Labels,3D Receptive
O-002446,Bike,SD-000267,Active,Receptive Labels,3D Receptive
O-002447,Block,SD-000267,Active,Receptive Labels,3D Receptive
O-002448,Bowl,SD-000267,Active,Receptive Labels,3D Receptive
O-002449,Bread,SD-000267,Active,Receptive Labels,3D Receptive
O-002450,Bus,SD-000267,Active,Receptive Labels,3D Receptive
O-002451,Car,SD-000267,Active,Receptive Labels,3D Receptive
O-002452,Cat,SD-000267,Active,Receptive Labels,3D Receptive
O-002453,Chair,SD-000267,Active,Receptive Labels,3D Receptive
O-002454,Cow,SD-000267,Active,Receptive Labels,3D Receptive
O-002455,Cup,SD-000267,Active,Receptive Labels,3D Receptive
O-002456,Dog,SD-000267,Active,Receptive Labels,3D Receptive
O-002457,Drink Bottle,SD-000267,Active,Receptive Labels,3D Receptive
O-002458,Fish,SD-000267,Active,Receptive Labels,3D Receptive
O-002459,Flower,SD-000267,Active,Receptive Labels,3D Receptive
O-002460,Fork,SD-000267,Active,Receptive Labels,3D Receptive
O-002461,Fridge,SD-000267,Active,Receptive Labels,3D Receptive
O-002462,Frog,SD-000267,Active,Receptive Labels,3D Receptive
O-002463,Horse,SD-000267,Active,Receptive Labels,3D Receptive
O-002464,Jumper,SD-000267,Active,Receptive Labels,3D Receptive
O-002465,Mouse,SD-000267,Active,Receptive Labels,3D Receptive
O-002466,Nappy,SD-000267,Active,Receptive Labels,3D Receptive
O-002467,Pig,SD-000267,Active,Receptive Labels,3D Receptive
O-002468,Pillow,SD-000267,Active,Receptive Labels,3D Receptive
O-002469,Plate,SD-000267,Active,Receptive Labels,3D Receptive
O-002470,Shorts,SD-000267,Active,Receptive Labels,3D Receptive
O-002471,Sink,SD-000267,Active,Receptive Labels,3D Receptive
O-002472,Socks,SD-000267,Active,Receptive Labels,3D Receptive
O-002473,Spoon,SD-000267,Active,Receptive Labels,3D Receptive
O-002474,Table,SD-000267,Active,Receptive Labels,3D Receptive
O-002475,Train,SD-000267,Active,Receptive Labels,3D Receptive
O-002476,Tree,SD-000267,Active,Receptive Labels,3D Receptive
O-002477,T-Shirt,SD-000267,Active,Receptive Labels,3D Receptive
O-002478,Various,SD-000267,Active,Receptive Labels,3D Receptive
O-002479,Generalised,SD-000267,Active,Receptive Labels,3D Receptive
O-002480,Read Book,SD-000268,Active,Receptive Play Instructions,Rec. play instr.
O-002481,Drive Car,SD-000268,Active,Receptive Play Instructions,Rec. play instr.
O-002482,Stir Tea,SD-000268,Active,Receptive Play Instructions,Rec. play instr.
O-002483,Eat Food,SD-000268,Active,Receptive Play Instructions,Rec. play instr.
O-002484,Feed Doll,SD-000268,Active,Receptive Play Instructions,Rec. play instr.
O-002485,Build Tower,SD-000268,Active,Receptive Play Instructions,Rec. play instr.
O-002486,Draw,SD-000268,Active,Receptive Play Instructions,Rec. play instr.
O-002487,Pour tea,SD-000268,Active,Receptive Play Instructions,Rec. play instr.
O-002488,Cut Food,SD-000268,Active,Receptive Play Instructions,Rec. play instr.
O-002489,Doll in bed,SD-000268,Active,Receptive Play Instructions,Rec. play instr.
O-002490,Hug teddy,SD-000268,Active,Receptive Play Instructions,Rec. play instr.
O-002491,Roll Playdoh,SD-000268,Active,Receptive Play Instructions,Rec. play instr.
O-002492,Squash Playdoh,SD-000268,Active,Receptive Play Instructions,Rec. play instr.
O-002493,Various,SD-000268,Active,Receptive Play Instructions,Rec. play instr.
O-002494,Generalised,SD-000268,Active,Receptive Play Instructions,Rec. play instr.
